Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name,,bad_ticker
NGHCN,NTNL GN 40 DS REP 1 7.5 SRS C PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NGHCO,NT GEN 40 DR RP 1 NON CUM SRS B PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NGHCP,National General Holdings Corp Preferred Shares Series A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NGHCZ,NATIONAL GENERAL HLDNS 7.625 SUB NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NGL,NGL Energy Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NGS,"Natural Gas Services Group, Inc. Common Stock",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NGVC,Natural Grocers by Vitamin Cottage Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NGVT,Ingevity Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NH,NantHealth Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NHI,National Health Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NHLD,National Holdings Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NHTC,Natural Health Trends Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NI,NiSource Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NICE,Nice Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NICK,"Nicholas Financial, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NIHD,NII Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NINE,Nine Energy Service Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NIO,Nio Inc - ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NITE,Nightstar Therapeutics PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NIU,Niu Technologies - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NJR,New Jersey Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NK,Nantkwest Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NKE,Nike Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NKSH,National Bankshares Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NKTR,Nektar Therapeutics,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NL,NL Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NLNK,NewLink Genetics Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NLS,"Nautilus, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NLSN,Nielsen Holdings PLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NLY,ANNALY CAP MGMT/SH,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NM,Navios Maritime Holdings Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NMFC,New Mountain Finance Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NMFX,NEW MOUNTAIN FINANCE NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NMIH,NMI Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NMM,Navios Maritime Partners L.P.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NMR,Nomura Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NMRD,Nemaura Medical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NMRK,Newmark Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NNA,Navios Maritime Acquisition Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NNBR,"NN, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NNDM,NANO DIMENSION/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NNI,"Nelnet, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NNN,"National Retail Properties, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOA,North American Construction Group Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOAH,Noah Holdings Limited,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOC,Northrop Grumman Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NODK,NI Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NOK,Nokia Oyj,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOMD,Nomad Foods Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOV,"National-Oilwell Varco, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NOVN,Novan Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NOVT,Novanta Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NOW,ServiceNow Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NP,Neenah Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NPK,National Presto Industries Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NPO,"EnPro Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NPTN,NeoPhotonics Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NR,Newpark Resources Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NRC,National Research Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NRE,Northstar Realty Europe Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NRG,NRG Energy Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NRIM,"Northrim BanCorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NRP,Natural Resource Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NRT,North European Oil Royalty Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NRZ,New Residential Investment Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NS,NuStar Energy L.P.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NSA,National Storage Affiliates Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NSC,Norfolk Southern Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NSEC,National Security Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NSIT,"Insight Enterprises, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NSP,Insperity Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NSS,NUSTAR LOGI 7.625% FTF RATE SUB NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NSSC,Napco Security Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NSTG,NanoString Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NSYS,Nortech Systems Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTAP,NetApp Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTB,Bank of N.T. Butterfield & Son Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NTCT,"NetScout Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTEC,Intec Pharma Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTES,NetEase Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTGN,Neon Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTGR,"NetGear, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTIC,Northern Technologies International Corporation Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTLA,Intellia Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTNX,Nutanix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTP,Nam Tai Property Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NTR,Nutrien Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NTRA,Natera Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTRI,NutriSystem Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTRP,Neurotrope Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTRS,Northern Trust Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTRSP,NRTN TR 1000 DS REP 1 SRS C PREP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTWK,NetSol Technologies Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NTZ,"Natuzzi, S.p.A",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NUAN,Nuance Communications Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NUE,Nucor Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NURO,Neurometrix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NUS,"Nu Skin Enterprises, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NUVA,"NuVasive, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVAX,"Novavax, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVCN,Neovasc Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVCR,Novocure Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVDA,NVIDIA Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVEC,NVE Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVEE,NV5 Global Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVFY,Nova Lifestyle Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVGS,Navigator Holdings Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVIV,Invivo Therapeutics Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVLN,Novelion Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVMI,Nova Measuring Instruments Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVMM,Novume Solutions Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVO,Novo Nordisk A/S,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVR,"NVR, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVRO,Nevro Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVS,Novartis AG,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVT,nVent Electric PLC,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVTA,InVitae Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NVTR,Nuvectra Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NVUS,Novus Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWBI,"Northwest Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWE,NorthWestern Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NWFL,Norwood Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWHM,New Home Company Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NWLI,National Western Life Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWN,Northwest Natural Holding Co,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NWPX,Northwest Pipe Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWS,News Corp Class B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NWSA,News Corp Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NX,Quanex Building Products Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NXEO,Nexeo Solutions Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NXGN,Nextgen Healthcare Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NXPI,NXP Semiconductors NV,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NXRT,NexPoint Residential Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NXST,Nexstar Media Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NXTD,NXT-ID Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NXTM,NXSTAGE MED INC/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYCB,"New York Community Bancorp, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
NYMT,NY MTG TR INC/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYMTN,NY MTG 8 FXD FLT CUM RDM SRS D PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYMTO,New York Mortgage Trust Inc Cum. Pref. Shrs Series C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYMTP,NY MTG TR INC/RED PFD SH S B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYMX,Nymox Pharmaceutical Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYNY,Empire Resorts Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
NYT,New York Times Co Class A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
O,Realty Income Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OAK,Oaktree Capital Group LLC Unit Class A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OAS,Oasis Petroleum Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OASM,OASMIA PHARMACE/ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OBAS,Optibase Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OBCI,"Ocean Bio-Chem, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OBE,Obsidian Energy Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OBLN,Obalon Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OBNK,Origin Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OBSV,Obseva SA,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OC,Owens Corning,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OCC,Optical Cable Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OCCI,OFS Credit Company Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OCFC,OceanFirst Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OCN,Ocwen Financial Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OCSI,Oaktree Strategic Income Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OCSL,Oaktree Specialty Lending Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OCUL,Ocular Therapeutix Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ODC,Oil-Dri Corporation of America,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ODFL,Old Dominion Freight Line,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ODP,Office Depot Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ODT,Odonate Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OEC,Orion Engineered Carbons SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OESX,"Orion Energy Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OFC,Corporate Office Properties Trust,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OFED,Oconee Federal Financial,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OFG,OFG Bancorp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OFIX,Orthofix Medical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OFLX,"Omega Flex, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OFS,OFS Capital Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OFSSZ,OFS CAPITAL 6 50 NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OGE,OGE Energy Corp.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OGS,ONE Gas Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OHGI,One Horizon Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OHI,Omega Healthcare Investors Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OHRP,OHR Pharmaceutical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OI,Owens-Illinois Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OIBR.C,OI S A/S ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OII,Oceaneering International,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OIIM,O2Micro International Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OIS,"Oil States International, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OKE,"ONEOK, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OKTA,Okta Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OLBK,"Old Line Bancshares, Inc. (MD)",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OLD,JANUS DETROIT S/LT CARE ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OLED,Universal Display Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OLLI,Ollie's Bargain Outlet Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OLN,Olin Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OLP,"One Liberty Properties, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMAB,Grupo Aeroportuario del Centro Nort,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OMAD,ONE MADISON COR/SH CL A,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMC,Omnicom Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMCL,"Omnicell, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OMED,Oncomed Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OMER,Omeros Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OMEX,Odyssey Marine Exploration Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OMF,OneMain Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMI,"Owens & Minor, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMN,OMNOVA Solutions Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OMP,Oasis Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ON,ON Semiconductor Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONB,Old National Bancorp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONCE,Spark Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONCS,OncoSec Medical Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONCY,"Oncolytics Biotech, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONDK,On Deck Capital Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ONE,OneSmart International Edun Gr Ltd - ADR,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ONEQ,Fidelity NASDAQ Comp. Index Trk Stk,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONTX,Onconova Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ONVO,Organovo Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OOMA,Ooma Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OPB,Opus Bank,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPES,OPES ACQUISITIO/SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPGN,OpGen Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPHC,"OptimumBank Holdings, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPHT,Ophthotech Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPINI,OFFICE PROPERTIES INCOME SNR NTS,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPK,Opko Health Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPNT,Opiant Pharmaceuticals Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPOF,Old Point Financial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPRA,Opera Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPRX,OptimizeRx Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPTN,OptiNose Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPTT,Ocean Power Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OPY,Oppenheimer Holdings Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OR,Osisko gold royalties Ltd,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORA,"Ormat Technologies, Inc.",USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORAN,Orange SA,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORBC,ORBCOMM Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORBK,ORBOTECH ORD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORC,Orchid Island Capital Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORCL,Oracle Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORG,JANUS DETROIT S/ORGANICS ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORGS,Orgenesis Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORI,Old Republic International Corporation,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORIT,Oritani Financial Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORLY,O'Reilly Automotive Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORMP,"Oramed Pharmaceuticals, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORN,Orion Group Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
ORPN,Bioblast Pharma Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORRF,"Orrstown Financial Services, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
ORTX,Orchard Therapeutics PLC - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSB,Norbord Inc,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OSBC,Old Second Bancorp Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSBCP,OLD SECOND CAP/PFD SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSG,Overseas Shipholding Group Inc.,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OSIR,"Osiris Therapeutics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSIS,"OSI Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSK,Oshkosh Corp,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OSLE,OAKTREE SPECLTY LNDG 5 875 SNR NTS,USD,New York Stock Exchange,NYSE,America/New_York,,#N/A
OSMT,Osmotica Pharmaceuticals PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSN,Ossen Innovation Co  Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSPN,Onespan Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
OSS,One Stop Systems Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York,,#N/A
